System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
17:17:33:749, 476942562488015,   80.706,   24.000, 2000,   6.470, 674.996, 187.499,   4.036, 428.762, 119.101, 57,  0,   1.026, 157.120,  43.645,   0.007,  14.476,   4.021,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:17:33:873, 476942823899295,   80.830,   36.000, 2300,   7.539, 675.929, 187.758,   5.034, 429.385, 119.274, 59,  0,   1.241, 157.274,  43.687,   0.015,  14.478,   4.022,  30.000,  35.000,  60.000,  45.000,  45.000,    9,   0.311
17:17:33:981, 476943051561669,   80.938,   29.000, 2500,   9.275, 676.929, 188.036,   6.746, 430.112, 119.476, 59,  0,   1.249, 157.409,  43.725,   0.007,  14.479,   4.022,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:17:34:089, 476943280314579,   81.046,   35.000, 2600,  10.325, 678.047, 188.346,   7.304, 430.903, 119.695, 61,  0,   1.422, 157.563,  43.767,   0.013,  14.480,   4.022,  30.000,  35.000,  60.000,  45.000,  45.000,    4,   0.116
17:17:34:200, 476943513516075,   81.157,   51.000, 2500,  14.300, 679.626, 188.785,  11.019, 432.120, 120.033, 65,  0,   1.612, 157.741,  43.817,   0.014,  14.482,   4.023,  30.000,  35.000,  60.000,  45.000,  45.000,   12,   0.383
17:17:34:403, 476943943665229,   81.360,   25.000, 2500,   8.251, 681.306, 189.252,   5.128, 433.164, 120.323, 59,  0,   1.177, 157.980,  43.883,   0.007,  14.483,   4.023,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.046
17:17:34:686, 476944540476433,   81.643,  101.000, 2400,  11.779, 684.635, 190.176,   8.589, 435.591, 120.998, 62,  0,   1.540, 158.415,  44.004,   0.009,  14.486,   4.024,  30.000,  35.000,  60.000,  45.000,  45.000,    2,   0.091
17:17:34:795, 476944771816833,   81.752,   46.000, 2400,  11.525, 685.897, 190.527,   8.256, 436.496, 121.249, 64,  0,   1.477, 158.577,  44.049,   0.009,  14.487,   4.024,  30.000,  35.000,  60.000,  45.000,  45.000,    1,   0.000
17:17:34:820, 476944824603621,   81.777,  365.000, 2300,   8.977, 686.122, 190.589,   5.727, 436.639, 121.289, 65,  0,   1.658, 158.619,  44.061,   0.061,  14.488,   4.024,  30.000,  35.000,  60.000,  45.000,  45.000,   18,   0.511

Total Elapsed Time (sec) = 81.777307
Measured RDTSC Frequency (GHz) = 2.112

Cumulative Processor Energy_0 (Joules) = 686.121704
Cumulative Processor Energy_0 (mWh) = 190.589362
Average Processor Power_0 (Watt) = 8.390124

Cumulative IA Energy_0 (Joules) = 436.638916
Cumulative IA Energy_0 (mWh) = 121.288588
Average IA Power_0 (Watt) = 5.339365

Cumulative DRAM Energy_0 (Joules) = 158.618713
Cumulative DRAM Energy_0 (mWh) = 44.060754
Average DRAM Power_0 (Watt) = 1.939642

Cumulative GT Energy_0 (Joules) = 14.488037
Cumulative GT Energy_0 (mWh) = 4.024455
Average GT Power_0 (Watt) = 0.177165
